image,bee,xmin,ymin,xmax,ymax
1240,6,2329,608,2391,796
1240,7,1403,690,1480,792
1240,8,1745,590,1789,723
1240,9,938,605,981,719
1240,10,1997,590,2043,699
1240,11,1586,631,1696,697
1240,12,2098,581,2148,686
1240,13,1876,588,1917,686
1240,14,1389,616,1483,683
1240,15,1920,589,1993,679
1240,16,1210,549,1264,635
1240,17,2199,572,2298,625
1240,18,1359,528,1413,610
1240,19,794,534,841,604
1240,20,1711,546,1832,590
1240,21,1072,497,1112,553
1240,22,1018,497,1058,552
1240,23,1232,491,1273,552
1240,24,885,495,954,550
1240,25,834,448,919,518
1241,0,642,1188,732,1308
1241,1,1240,1018,1294,1136
1241,2,1267,756,1339,893
1241,3,1507,778,1618,865
1241,4,687,772,798,848
1241,5,1399,698,1480,797
1241,6,799,662,864,783
1241,7,2330,636,2381,765
1241,8,933,625,977,723
1241,9,1744,590,1789,723
1241,10,1593,635,1716,699
1241,11,1360,634,1473,699
1241,12,1999,588,2038,697
1241,13,2098,580,2147,687
1241,14,1876,590,1916,684
1241,15,1915,571,1992,678
1241,16,1210,548,1264,635
1241,17,795,544,842,630
1241,18,2212,575,2309,623
1241,19,1358,528,1413,610
1241,20,1721,551,1832,593
1241,21,1233,491,1273,552
1241,22,1072,497,1112,552
1241,23,1019,499,1055,549
1241,24,891,498,959,549
1241,25,1400,492,1433,526
1241,26,833,447,924,514
1242,0,646,1188,739,1303
1242,1,1240,1015,1309,1131
1242,2,1282,741,1336,877
1242,3,1527,774,1627,858
1242,4,690,729,774,848
1242,5,1391,712,1480,804
1242,6,810,645,859,772
1242,7,2336,631,2378,765
1242,8,929,636,979,730
1242,9,1745,590,1789,723
1242,10,1597,636,1709,705
1242,11,1350,642,1457,700
1242,12,1998,586,2040,696
1242,13,2097,580,2147,688
1242,14,1877,590,1917,684
1242,15,1913,571,1994,678
1242,16,804,558,843,664
1242,17,1210,549,1264,635
1242,18,2222,572,2315,622
1242,19,1358,528,1413,610
1242,20,1714,549,1844,589
1242,21,1070,496,1111,553
1242,22,1233,490,1273,551
1242,23,885,498,960,547
1242,24,1019,499,1057,544
1242,25,1399,492,1432,526
1242,26,829,449,914,519
1243,0,642,1190,745,1303
1243,1,1243,1014,1308,1132
1243,2,1532,756,1645,860
1243,3,1291,728,1338,856
1243,4,685,769,799,852
1243,5,1389,712,1479,802
1243,6,708,690,790,796
1243,7,823,648,880,767
1243,8,2335,632,2377,763
1243,9,930,638,990,745
1243,10,1746,591,1790,722
1243,11,1607,642,1714,720
1243,12,1332,650,1441,705
1243,13,1997,584,2040,691
1243,14,2096,580,2147,686
1243,15,1875,590,1916,683
1243,16,795,580,841,670
1243,17,1906,562,1983,664
1243,18,1210,549,1264,635
1243,19,2234,570,2331,625
1243,20,1358,527,1413,610
1243,21,1724,548,1850,591
1243,22,1071,496,1114,553
1243,23,1233,490,1272,551
1243,24,883,500,960,548
1243,25,1017,500,1055,538
1243,26,831,451,913,525
1244,0,644,1191,746,1304
1244,1,1242,1011,1305,1133
1244,2,688,766,798,856
1244,3,1542,754,1647,851
1244,4,1286,713,1335,842
1244,5,1391,712,1462,803
1244,6,2335,630,2384,754
1244,7,839,645,882,753
1244,8,1624,644,1714,738
1244,9,930,653,987,733
1244,10,1743,590,1790,723
1244,11,1318,653,1424,705
1244,12,1997,584,2048,690
1244,13,2096,581,2147,685
1244,14,1876,587,1916,684
1244,15,1907,554,1977,664
1244,16,793,584,847,661
1244,17,1210,549,1265,635
1244,18,2237,565,2327,629
1244,19,1358,528,1414,610
1244,20,1724,544,1855,590
1244,21,1234,491,1272,552
1244,22,1071,496,1112,552
1244,23,883,500,961,550
1244,24,1019,499,1055,533
1244,25,1400,492,1432,527
1244,26,831,450,913,522
1245,0,644,1192,748,1305
1245,1,1242,1013,1306,1133
1245,2,688,760,795,860
1245,3,1566,748,1646,850
1245,4,1277,691,1327,826
1245,5,835,702,900,822
1245,6,1398,711,1456,807
1245,7,1630,652,1717,749
1245,8,2339,622,2385,748
1245,9,1743,591,1787,723
1245,10,1299,659,1425,711
1245,11,2000,584,2047,688
1245,12,2096,581,2147,685
1245,13,1875,587,1916,684
1245,14,789,594,850,660
1245,15,1899,541,1972,643
1245,16,1211,548,1265,635
1245,17,2233,561,2335,629
1245,18,1358,528,1413,610
1245,19,1743,538,1852,589
1245,20,1233,491,1272,553
1245,21,1070,496,1113,553
1245,22,889,501,962,551
1245,23,1401,492,1432,527
1245,24,834,447,922,522
1246,0,644,1192,746,1307
1246,1,1242,1012,1304,1132
1246,2,688,774,764,852
1246,3,1579,734,1666,849
1246,4,854,694,907,822
1246,5,1399,709,1449,812
1246,6,1272,684,1331,809
1246,7,920,691,985,791
1246,8,990,656,1072,779
1246,9,1625,654,1723,759
1246,10,2341,618,2389,747
1246,11,835,627,891,737
1246,12,1743,594,1791,719
1246,13,1300,658,1422,710
1246,14,1875,589,1916,685
1246,15,2002,583,2052,685
1246,16,2091,580,2148,684
1246,17,789,594,848,661
1246,18,1211,549,1265,637
1246,19,1899,536,1964,631
1246,20,2241,557,2329,630
1246,21,1359,527,1415,610
1246,22,1752,535,1859,587
1246,23,1069,496,1113,553
1246,24,1233,491,1273,552
1246,25,884,504,969,547
1246,26,1400,492,1433,525
1246,27,834,447,928,518
1247,0,644,1193,745,1306
1247,1,1240,1009,1303,1135
1247,2,682,773,761,852
1247,3,1583,734,1675,843
1247,4,848,666,907,830
1247,5,1402,712,1443,814
1247,6,1284,678,1328,802
1247,7,920,702,993,794
1247,8,1645,657,1724,772
1247,9,2336,621,2388,743
1247,10,999,656,1090,739
1247,11,1741,594,1791,719
1247,12,1297,655,1432,710
1247,13,1876,589,1918,685
1247,14,1995,586,2053,684
1247,15,2096,581,2147,684
1247,16,783,595,845,656
1247,17,1210,549,1264,637
1247,18,1898,540,1963,632
1247,19,2231,560,2337,628
1247,20,1359,528,1414,611
1247,21,1754,535,1868,588
1247,22,861,505,942,564
1247,23,1070,496,1113,554
1247,24,1233,491,1273,552
1247,25,1401,491,1432,526
1247,26,834,448,930,523
1248,0,644,1193,743,1308
1248,1,1240,1010,1305,1135
1248,2,682,768,788,851
1248,3,1580,734,1678,842
1248,4,846,679,920,825
1248,5,1402,714,1441,816
1248,6,927,722,997,806
1248,7,1284,670,1330,795
1248,8,1650,669,1723,777
1248,9,2334,622,2386,741
1248,10,966,661,1077,734
1248,11,1738,594,1795,719
1248,12,1316,646,1415,709
1248,13,1995,583,2041,692
1248,14,2096,580,2147,685
1248,15,1876,589,1918,684
1248,16,779,599,845,665
1248,17,1210,549,1263,637
1248,18,2239,562,2342,630
1248,19,1892,536,1963,627
1248,20,1356,528,1417,610
1248,21,1765,531,1885,587
1248,22,933,508,966,569
1248,23,859,505,933,563
1248,24,1070,495,1113,554
1248,25,1233,491,1272,553
1248,26,1401,491,1432,526
1248,27,832,446,935,516
1249,0,644,1193,743,1309
1249,1,1234,1017,1292,1136
1249,2,676,768,798,851
1249,3,1578,734,1675,841
1249,4,1403,720,1446,822
1249,5,923,722,999,819
1249,6,848,687,925,819
1249,7,1649,672,1721,779
1249,8,1277,665,1334,778
1249,9,2333,625,2385,741
1249,10,941,666,1057,736
1249,11,1741,593,1797,720
1249,12,851,607,900,716
1249,13,1319,638,1415,709
1249,14,1995,584,2041,691
1249,15,2092,579,2148,685
1249,16,1877,587,1919,684
1249,17,781,599,840,673
1249,18,1211,548,1265,637
1249,19,2237,563,2344,630
1249,20,1892,537,1967,624
1249,21,1358,529,1414,611
1249,22,1769,533,1882,587
1249,23,930,510,965,573
1249,24,856,506,921,558
1249,25,1071,496,1113,556
1249,26,1233,491,1272,552
1249,27,1401,491,1432,526
1249,28,829,447,934,515
1250,0,646,1193,742,1311
1250,1,2356,1059,2410,1218
1250,2,1232,1015,1291,1134
1250,3,682,769,788,850
1250,4,1578,733,1675,840
1250,5,930,734,991,834
1250,6,1403,718,1448,823
1250,7,850,688,928,813
1250,8,1656,678,1724,788
1250,9,1278,657,1324,778
1250,10,950,660,1050,748
1250,11,2330,623,2390,730
1250,12,1740,592,1792,721
1250,13,1315,633,1419,707
1250,14,861,593,906,700
1250,15,1878,589,1919,686
1250,16,2098,581,2147,685
1250,17,1995,586,2043,682
1250,18,780,598,840,669
1250,19,1211,549,1265,637
1250,20,2236,569,2348,626
1250,21,1898,523,1964,621
1250,22,1359,529,1414,611
1250,23,1766,531,1885,589
1250,24,939,509,970,580
1250,25,845,506,934,557
1250,26,1070,495,1112,554
1250,27,1234,491,1274,552
1250,28,1401,491,1432,526
1250,29,831,451,934,513
1251,0,645,1194,740,1312
1251,1,2320,1023,2403,1187
1251,2,1233,1017,1292,1137
1251,3,689,774,763,851
1251,4,1579,731,1666,847
1251,5,934,738,991,836
1251,6,1408,722,1448,828
1251,7,853,689,929,809
1251,8,1653,678,1722,788
1251,9,1269,651,1318,774
1251,10,934,649,1043,746
1251,11,2330,623,2385,729
1251,12,1740,593,1791,720
1251,13,1313,632,1422,706
1251,14,1991,585,2032,704
1251,15,863,573,905,691
1251,16,1878,589,1920,686
1251,17,2098,581,2147,685
1251,18,782,598,836,678
1251,19,1211,549,1265,637
1251,20,2239,571,2346,627
1251,21,1892,522,1969,615
1251,22,1362,528,1416,610
1251,23,1766,530,1878,590
1251,24,944,510,976,581
1251,25,844,507,936,561
1251,26,1071,495,1113,554
1251,27,1233,490,1273,551
1251,28,1402,491,1432,526
1251,29,831,451,936,513
1252,0,650,1191,740,1316
1252,1,2284,1042,2389,1165
1252,2,1237,1017,1293,1138
1252,3,686,763,795,856
1252,4,1581,726,1662,852
1252,5,1410,726,1448,842
1252,6,937,742,993,836
1252,7,854,687,934,801
1252,8,1659,678,1724,789
1252,9,1267,645,1312,771
1252,10,940,658,1047,744
1252,11,2325,622,2378,729
1252,12,1728,609,1803,713
1252,13,1321,628,1417,710
1252,14,1987,587,2035,705
1252,15,781,596,827,686
1252,16,2098,581,2147,685
1252,17,1877,588,1918,685
1252,18,848,560,897,665
1252,19,1210,549,1265,636
1252,20,2235,574,2350,623
1252,21,1894,520,1968,612
1252,22,1361,528,1415,610
1252,23,1766,528,1881,590
1252,24,947,509,980,588
1252,25,838,504,937,559
1252,26,1070,495,1113,554
1252,27,1233,491,1272,552
1252,28,1402,491,1432,526
1252,29,832,451,929,512
1253,0,650,1190,735,1315
1253,1,1237,1022,1296,1138
1253,2,687,766,796,854
1253,3,1580,728,1664,852
1253,4,928,743,990,849
1253,5,1407,725,1446,842
1253,6,861,677,927,792
1253,7,1660,682,1723,790
1253,8,1267,634,1315,754
1253,9,941,649,1043,744
1253,10,2317,628,2381,736
1253,11,1728,611,1804,725
1253,12,1320,628,1418,708
1253,13,1978,582,2032,705
1253,14,1878,589,1919,687
1253,15,771,599,820,686
1253,16,2096,580,2147,686
1253,17,859,557,908,643
1253,18,1210,550,1265,636
1253,19,2240,571,2347,626
1253,20,1362,528,1416,611
1253,21,1883,514,1962,607
1253,22,945,509,989,603
1253,23,1763,529,1878,589
1253,24,841,497,924,555
1253,25,1070,495,1113,554
1253,26,1233,491,1272,552
1253,27,1402,491,1432,526
1253,28,838,452,933,499
1254,0,651,1189,732,1315
1254,1,1237,1023,1297,1139
1254,2,925,766,974,866
1254,3,1579,727,1663,855
1254,4,688,765,798,853
1254,5,1404,728,1446,841
1254,6,1667,684,1720,798
1254,7,863,665,930,786
1254,8,941,644,1038,745
1254,9,1270,630,1313,743
1254,10,2317,631,2382,733
1254,11,1729,609,1804,725
1254,12,1320,627,1424,708
1254,13,1963,588,2030,702
1254,14,768,597,812,690
1254,15,2096,580,2148,686
1254,16,1878,588,1919,685
1254,17,853,555,903,644
1254,18,1210,549,1265,635
1254,19,2239,572,2349,627
1254,20,1362,528,1415,611
1254,21,949,507,990,608
1254,22,1886,510,1961,603
1254,23,1764,524,1875,591
1254,24,820,505,914,561
1254,25,1071,496,1113,554
1254,26,1233,491,1272,552
1254,27,1400,492,1431,526
1254,28,829,454,934,500
1255,0,649,1191,736,1316
1255,1,1240,1023,1298,1140
1255,2,907,784,968,886
1255,3,1580,725,1660,857
1255,4,686,765,799,850
1255,5,1401,727,1442,845
1255,6,1669,685,1721,796
1255,7,865,659,928,778
1255,8,1276,619,1317,747
1255,9,938,627,1023,736
1255,10,2317,631,2383,732
1255,11,1730,612,1810,723
1255,12,1329,627,1439,702
1255,13,760,603,807,699
1255,14,1947,590,2032,699
1255,15,1878,587,1917,687
1255,16,2091,579,2147,685
1255,17,842,552,883,646
1255,18,1211,548,1265,635
1255,19,2240,572,2346,629
1255,20,1364,527,1416,610
1255,21,950,509,992,604
1255,22,1877,505,1949,592
1255,23,1765,519,1860,585
1255,24,814,503,909,562
1255,25,1068,496,1112,554
1255,26,1232,490,1271,551
1255,27,1401,492,1431,528
1255,28,832,455,935,496
1256,0,647,1192,736,1315
1256,1,1249,1017,1317,1153
1256,2,901,801,975,897
1256,3,1579,725,1662,854
1256,4,1402,730,1443,844
1256,5,685,766,800,843
1256,6,1674,686,1722,789
1256,7,869,653,918,775
1256,8,2317,635,2385,731
1256,9,940,620,1017,728
1256,10,1269,612,1330,724
1256,11,1733,619,1815,720
1256,12,759,607,807,706
1256,13,1335,633,1456,694
1256,14,1930,589,2021,686
1256,15,1877,587,1916,686
1256,16,2096,580,2147,685
1256,17,2241,572,2350,641
1256,18,1210,549,1265,636
1256,19,839,550,886,635
1256,20,1364,527,1416,610
1256,21,952,509,989,610
1256,22,1760,525,1859,587
1256,23,1872,499,1949,585
1256,24,805,504,905,558
1256,25,1069,495,1113,554
1256,26,1232,491,1270,551
1256,27,1401,491,1431,527
1256,28,828,455,935,497
1257,0,648,1194,736,1318
1257,1,1249,1024,1323,1154
1257,2,888,817,961,926
1257,3,1580,723,1660,860
1257,4,1401,730,1440,845
1257,5,685,767,801,843
1257,6,1669,696,1724,778
1257,7,871,643,917,772
1257,8,2317,638,2391,726
1257,9,933,619,1008,724
1257,10,1735,626,1821,718
1257,11,1283,607,1344,716
1257,12,761,608,811,708
1257,13,1343,635,1449,692
1257,14,1876,587,1915,687
1257,15,2096,580,2147,686
1257,16,1930,589,2011,683
1257,17,2242,572,2349,642
1257,18,1210,549,1265,636
1257,19,825,548,887,628
1257,20,952,513,991,616
1257,21,1364,527,1416,610
1257,22,1869,498,1948,583
1257,23,1763,517,1859,583
1257,24,1068,495,1113,554
1257,25,807,501,902,553
1257,26,1234,491,1271,552
1257,27,1400,492,1431,528
1257,28,828,455,934,499
1258,0,647,1194,736,1317
1258,1,1248,1026,1326,1154
1258,2,1578,721,1659,865
1258,3,1402,737,1440,846
1258,4,684,766,800,844
1258,5,1670,690,1725,778
1258,6,869,642,920,758
1258,7,944,608,1010,728
1258,8,2312,642,2397,722
1258,9,1736,627,1826,720
1258,10,762,622,813,713
1258,11,1291,603,1349,713
1258,12,1341,641,1446,695
1258,13,1875,586,1914,687
1258,14,2088,577,2146,686
1258,15,1927,588,2012,677
1258,16,2244,569,2347,646
1258,17,1210,549,1265,636
1258,18,960,524,998,621
1258,19,813,549,892,619
1258,20,1364,528,1416,610
1258,21,1759,508,1860,590
1258,22,1864,489,1936,580
1258,23,1067,494,1113,556
1258,24,798,504,904,550
1258,25,1230,491,1269,550
1258,26,1400,492,1431,528
1258,27,825,454,932,500
1259,0,647,1194,737,1315
1259,1,1248,1028,1328,1149
1259,2,1573,737,1643,850
1259,3,1401,741,1440,848
1259,4,683,772,788,838
1259,5,1670,691,1725,777
1259,6,876,626,918,748
1259,7,2321,632,2394,724
1259,8,946,601,1007,723
1259,9,763,626,810,719
1259,10,1745,630,1837,714
1259,11,1341,642,1445,708
1259,12,1293,592,1356,703
1259,13,2085,576,2146,687
1259,14,1876,585,1915,687
1259,15,1925,587,2008,679
1259,16,2243,570,2342,646
1259,17,1210,548,1265,636
1259,18,962,522,1003,615
1259,19,1364,527,1416,610
1259,20,1770,500,1850,599
1259,21,1861,486,1932,561
1259,22,1067,495,1113,557
1259,23,1233,490,1271,551
1259,24,783,504,878,549
1259,25,1400,491,1431,527
1259,26,822,455,931,518
1260,0,645,1196,736,1316
1260,1,1243,1024,1333,1149
1260,2,1573,738,1643,850
1260,3,1402,741,1442,848
1260,4,682,771,788,838
1260,5,1670,683,1725,774
1260,6,876,621,923,743
1260,7,767,632,809,735
1260,8,1347,649,1433,725
1260,9,2317,635,2389,721
1260,10,1745,629,1833,720
1260,11,934,594,999,718
1260,12,1305,585,1360,689
1260,13,2084,576,2145,688
1260,14,1875,585,1914,687
1260,15,1928,588,2010,677
1260,16,2234,569,2336,644
1260,17,1207,549,1265,635
1260,18,964,521,1005,619
1260,19,1364,528,1416,609
1260,20,793,546,856,609
1260,21,1769,495,1847,598
1260,22,1858,485,1925,567
1260,23,1067,494,1113,555
1260,24,1230,491,1270,551
1260,25,778,503,883,550
1260,26,1400,492,1432,528
1260,27,825,455,932,517
1261,0,646,1193,734,1316
1261,1,1241,1030,1339,1145
1261,2,1572,736,1642,851
1261,3,1401,745,1441,849
1261,4,681,772,788,838
1261,5,1667,687,1724,778
1261,6,771,634,813,741
1261,7,1341,657,1430,740
1261,8,2312,638,2389,726
1261,9,1748,639,1841,723
1261,10,879,602,921,721
1261,11,935,581,994,702
1261,12,1308,570,1356,692
1261,13,2079,574,2144,690
1261,14,1876,585,1915,687
1261,15,1928,587,2009,678
1261,16,2236,566,2330,647
1261,17,1201,548,1266,635
1261,18,965,520,1009,614
1261,19,1364,528,1415,609
1261,20,1769,493,1847,598
1261,21,826,540,879,593
1261,22,1860,480,1925,567
1261,23,778,502,873,563
1261,24,1067,494,1113,555
1261,25,1231,491,1271,551
1261,26,1401,492,1433,527
1261,27,827,450,934,517
1262,0,646,1193,735,1316
1262,1,1239,1029,1341,1148
1262,2,1574,735,1642,852
1262,3,1399,743,1441,849
1262,4,684,765,800,843
1262,5,1672,688,1721,784
1262,6,1341,672,1412,759
1262,7,772,639,814,742
1262,8,2313,629,2382,734
1262,9,1759,647,1859,718
1262,10,880,596,923,718
1262,11,939,573,989,697
1262,12,2078,574,2141,690
1262,13,1876,584,1916,686
1262,14,1927,587,2009,679
1262,15,1307,550,1348,670
1262,16,2240,561,2320,653
1262,17,1198,548,1263,638
1262,18,965,519,1014,616
1262,19,1365,529,1416,611
1262,20,824,540,869,595
1262,21,1764,484,1845,595
1262,22,1861,473,1926,564
1262,23,1066,495,1112,557
1262,24,765,501,879,553
1262,25,1231,491,1271,551
1262,26,1400,492,1432,525
1262,27,823,455,936,518
1263,0,647,1193,735,1317
1263,1,1244,1032,1344,1147
1263,2,1574,734,1641,854
1263,3,1394,743,1439,851
1263,4,683,765,800,842
1263,5,1675,688,1720,786
1263,6,1332,687,1402,784
1263,7,767,641,812,735
1263,8,2314,623,2380,729
1263,9,1771,636,1844,724
1263,10,879,592,921,701
1263,11,935,564,991,697
1263,12,2078,573,2141,691
1263,13,1875,586,1913,686
1263,14,1918,591,2014,675
1263,15,1297,546,1340,665
1263,16,2238,562,2309,656
1263,17,1204,549,1260,636
1263,18,965,518,1015,614
1263,19,1364,529,1416,609
1263,20,1766,487,1843,593
1263,21,761,506,873,586
1263,22,1858,471,1927,565
1263,23,1066,495,1112,557
1263,24,1231,491,1270,551
1263,25,1401,491,1432,526
1263,26,832,453,941,515
1264,0,647,1192,734,1317
1264,1,1244,1037,1349,1148
1264,2,1576,733,1641,852
1264,3,1395,740,1436,849
1264,4,683,766,800,843
1264,5,1321,706,1384,810
1264,6,1671,687,1724,795
1264,7,769,642,812,735
1264,8,2326,617,2379,725
1264,9,1770,630,1839,724
1264,10,880,580,924,696
1264,11,2081,574,2141,690
1264,12,1875,586,1915,685
1264,13,931,559,990,679
1264,14,1922,590,2006,673
1264,15,2238,566,2307,658
1264,16,1297,541,1339,652
1264,17,1198,548,1264,634
1264,18,968,517,1015,614
1264,19,1365,529,1416,608
1264,20,1769,484,1842,594
1264,21,795,511,836,587
1264,22,1858,469,1926,563
1264,23,1066,495,1111,556
1264,24,1231,491,1270,551
1264,25,856,503,901,547
1264,26,1401,491,1430,527
1264,27,832,451,943,512
1265,0,1316,1298,1380,1461
1265,1,648,1194,732,1318
1265,2,1266,1054,1363,1158
1265,3,1576,733,1641,852
1265,4,1394,742,1438,848
1265,5,683,766,801,843
1265,6,1312,721,1378,823
1265,7,1668,694,1729,801
1265,8,773,649,816,737
1265,9,1775,623,1864,721
1265,10,2324,607,2381,715
1265,11,2082,573,2141,690
1265,12,873,574,920,688
1265,13,1874,586,1914,685
1265,14,927,553,986,677
1265,15,1913,589,2011,674
1265,16,2239,572,2302,670
1265,17,1289,526,1328,649
1265,18,1199,547,1263,635
1265,19,969,516,1022,615
1265,20,1365,528,1416,610
1265,21,1768,491,1820,584
1265,22,789,520,842,572
1265,23,1855,460,1922,558
1265,24,1066,494,1111,555
1265,25,1231,490,1270,551
1265,26,859,503,901,546
1265,27,1402,491,1432,526
1265,28,832,452,943,511
1266,0,1246,1308,1322,1470
1266,1,647,1194,734,1318
1266,2,1265,1056,1367,1152
1266,3,1584,719,1654,867
1266,4,1394,745,1438,847
1266,5,673,775,800,843
1266,6,1298,735,1376,830
1266,7,1671,696,1733,806
1266,8,771,637,813,737
1266,9,1777,622,1867,713
1266,10,2319,604,2384,711
1266,11,1923,583,1999,690
1266,12,2082,573,2141,689
1266,13,1875,586,1914,686
1266,14,2245,581,2303,683
1266,15,877,559,917,672
1266,16,929,549,979,669
1266,17,1199,546,1265,635
1266,18,1290,517,1330,633
1266,19,1367,528,1417,612
1266,20,974,514,1020,610
1266,21,1768,491,1824,583
1266,22,775,517,826,561
1266,23,1066,495,1111,556
1266,24,1230,491,1271,550
1266,25,1855,454,1921,548
1266,26,862,505,903,546
1266,27,1401,491,1432,526
1266,28,831,459,944,506
1267,0,648,1194,734,1317
1267,1,1264,1060,1369,1152
1267,2,1584,722,1654,860
1267,3,1283,745,1359,848
1267,4,682,777,766,846
1267,5,1394,746,1437,846
1267,6,1672,699,1738,816
1267,7,769,639,812,736
1267,8,1783,622,1875,712
1267,9,2317,594,2384,702
1267,10,1925,582,1996,692
1267,11,2083,573,2141,689
1267,12,1876,586,1915,686
1267,13,2253,584,2302,685
1267,14,877,552,921,666
1267,15,925,541,982,658
1267,16,1197,549,1268,632
1267,17,1283,522,1337,623
1267,18,1368,527,1418,610
1267,19,976,514,1021,606
1267,20,1767,462,1839,581
1267,21,783,508,823,557
1267,22,1067,496,1111,554
1267,23,1230,490,1271,550
1267,24,861,501,905,549
1267,25,1858,448,1924,541
1267,26,1401,491,1432,526
1267,27,834,458,946,507
1268,0,649,1194,736,1318
1268,1,1263,1064,1374,1160
1268,2,1269,758,1347,859
1268,3,1583,723,1656,858
1268,4,1393,748,1439,846
1268,5,681,778,766,845
1268,6,1672,715,1750,817
1268,7,770,640,813,738
1268,8,1786,624,1876,714
1268,9,2258,594,2305,702
1268,10,2084,573,2140,691
1268,11,1923,582,1998,689
1268,12,2316,580,2374,688
1268,13,1876,586,1915,685
1268,14,874,547,917,665
1268,15,927,540,978,645
1268,16,1203,549,1260,635
1268,17,1366,527,1417,610
1268,18,976,513,1021,606
1268,19,1286,530,1336,605
1268,20,1768,460,1839,581
1268,21,1067,495,1111,556
1268,22,1230,491,1271,551
1268,23,861,506,904,546
1268,24,1861,449,1925,539
1268,25,1401,491,1432,526
1268,26,832,457,943,511
1269,0,648,1194,737,1317
1269,1,1269,1061,1374,1162
1269,2,1247,780,1340,875
1269,3,1585,721,1655,859
1269,4,1387,750,1438,849
1269,5,685,776,766,845
1269,6,1682,725,1764,831
1269,7,771,639,814,738
1269,8,1793,618,1875,715
1269,9,2255,607,2302,712
1269,10,2086,572,2140,691
1269,11,1876,586,1915,685
1269,12,1921,587,2003,682
1269,13,2314,575,2371,673
1269,14,865,539,912,650
1269,15,921,536,978,644
1269,16,1196,548,1264,633
1269,17,1367,527,1419,613
1269,18,974,512,1023,603
1269,19,1294,499,1349,585
1269,20,1778,442,1831,581
1269,21,1067,495,1111,556
1269,22,1230,490,1271,551
1269,23,867,506,907,547
1269,24,1868,441,1917,540
1269,25,1401,491,1433,524
